task_id,route,model_decision,model_decision_raw,valid_format,p_defer,p_self,score,margin,logp_self,logp_defer,self_passed,prediction,reference,expert_passed,expert_available,expert_has_answer,answer_len
hendrycks_math/test/000052,post_self,self,self,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.255859375,-1.5078125,1,12,12,,0,0,1461
hendrycks_math/test/000053,post_self,self,self,1,0.09480333373566349,0.9051966662643365,0.9051966662643365,-2.25634765625,-0.10302734375,-2.359375,1,\frac{7}{2},\frac{7}{2},,0,0,780
hendrycks_math/test/000054,post_defer,defer,defer,1,0.9861363779306965,0.013863622069303472,0.013863622069303472,4.2645263671875,-4.28125,-0.0167236328125,0,60,69,,0,0,2006
hendrycks_math/test/000055,post_self,self,self,1,0.022889840112388902,0.9771101598876111,0.9771101598876111,-3.75390625,-0.02734375,-3.78125,1,5,5,,0,0,571
hendrycks_math/test/000056,post_self,self,self,1,0.1480471980316895,0.8519528019683105,0.8519528019683105,-1.75,-0.1640625,-1.9140625,1,"(-\infty,-\frac{1}{2})\cup(-\frac{1}{2},\infty)","(-\infty,-\frac{1}{2})\cup(-\frac{1}{2},\infty)",,0,0,978
hendrycks_math/test/000057,post_self,self,self,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.255859375,-1.5078125,1,\frac{2}{5},\frac{2}{5},,0,0,1122
hendrycks_math/test/000058,post_self,self,self,1,0.2681740995451041,0.7318259004548959,0.7318259004548959,-1.00390625,-0.31640625,-1.3203125,1,7,7,,0,0,808
hendrycks_math/test/000059,post_self,self,self,1,0.1480471980316895,0.8519528019683105,0.8519528019683105,-1.75,-0.1640625,-1.9140625,1,20,20,,0,0,786
hendrycks_math/test/000060,post_self,self,self,1,0.022889840112388902,0.9771101598876111,0.9771101598876111,-3.75390625,-0.02734375,-3.78125,1,7,7,,0,0,703
hendrycks_math/test/000061,post_self,self,self,1,0.32082130082460697,0.679178699175393,0.679178699175393,-0.75,-0.390625,-1.140625,1,x^{\frac{1}{2}},\sqrt{x},,0,0,933
hendrycks_math/test/000062,post_self,self,self,1,0.14792406729052063,0.8520759327094793,0.8520759327094793,-1.7509765625,-0.1630859375,-1.9140625,1,78,78,,0,0,791
hendrycks_math/test/000063,post_self,self,self,1,0.029360895658700186,0.9706391043412999,0.9706391043412999,-3.498291015625,-0.032958984375,-3.53125,1,9,9,,0,0,985
hendrycks_math/test/000064,post_self,self,self,1,0.013883662834172876,0.9861163371658271,0.9861163371658271,-4.2630615234375,-0.0181884765625,-4.28125,1,4,4,,0,0,718
hendrycks_math/test/000065,post_self,self,self,1,0.029381776024403554,0.9706182239755965,0.9706182239755965,-3.49755859375,-0.03369140625,-3.53125,1,6,6,,0,0,829
hendrycks_math/test/000066,post_self,self,self,1,0.32082130082460697,0.679178699175393,0.679178699175393,-0.75,-0.390625,-1.140625,1,17,17,,0,0,1701
hendrycks_math/test/000067,post_self,self,self,1,0.06022467980691989,0.9397753201930801,0.9397753201930801,-2.74755859375,-0.06494140625,-2.8125,1,"(1,4.5)","(1,\frac{9}{2})",,0,0,767
hendrycks_math/test/000068,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.6953125,-0.6953125,1,\frac{15}{2},\frac{15}{2},,0,0,713
hendrycks_math/test/000069,post_self,self,self,1,0.07620119302481985,0.9237988069751801,0.9237988069751801,-2.4951171875,-0.0830078125,-2.578125,1,-2,-2,,0,0,783
hendrycks_math/test/000070,post_self,self,self,1,0.005268523600108692,0.9947314763998913,0.9947314763998913,-5.24072265625,-0.00927734375,-5.25,1,8,8,,0,0,407
hendrycks_math/test/000071,post_self,self,self,1,0.06022467980691989,0.9397753201930801,0.9397753201930801,-2.74755859375,-0.06494140625,-2.8125,1,20,20,,0,0,785
hendrycks_math/test/000072,post_self,self,self,1,0.011152645068212542,0.9888473549317874,0.9888473549317874,-4.48486328125,-0.01513671875,-4.5,1,24,24,,0,0,570
hendrycks_math/test/000073,post_self,self,self,1,0.1480471980316895,0.8519528019683105,0.8519528019683105,-1.75,-0.1640625,-1.9140625,1,\frac{19}{4},\frac{19}{4},,0,0,1268
hendrycks_math/test/000074,post_self,self,self,1,0.06027997470983279,0.9397200252901672,0.9397200252901672,-2.74658203125,-0.06591796875,-2.8125,1,5,5,,0,0,620
hendrycks_math/test/000075,post_self,self,self,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.255859375,-1.5078125,1,-55,-55,,0,0,1192
hendrycks_math/test/000076,post_self,self,self,1,0.017812396317538847,0.9821876036824612,0.9821876036824612,-4.0098876953125,-0.0213623046875,-4.03125,1,60,60,,0,0,756
hendrycks_math/test/000077,post_self,self,self,1,0.1480471980316895,0.8519528019683105,0.8519528019683105,-1.75,-0.1640625,-1.9140625,1,-7,-7,,0,0,1170
hendrycks_math/test/000078,post_self,self,self,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.578125,-0.828125,1,0.43,0.43,,0,0,1241
hendrycks_math/test/000079,post_self,self,self,1,0.07620119302481985,0.9237988069751801,0.9237988069751801,-2.4951171875,-0.0830078125,-2.578125,1,108,108,,0,0,1103
hendrycks_math/test/000080,post_self,self,self,1,0.11981949276047273,0.8801805072395272,0.8801805072395272,-1.994140625,-0.130859375,-2.125,1,4950,4950,,0,0,1115
hendrycks_math/test/000081,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.6953125,-0.6953125,0,80,50,,0,0,1786
hendrycks_math/test/000082,post_self,self,self,1,0.09484524420535369,0.9051547557946463,0.9051547557946463,-2.255859375,-0.103515625,-2.359375,1,14,14,,0,0,987
hendrycks_math/test/000083,post_self,self,self,1,0.029381776024403554,0.9706182239755965,0.9706182239755965,-3.49755859375,-0.03369140625,-3.53125,1,8,8,,0,0,930
hendrycks_math/test/000084,post_self,self,self,1,0.011142552908836801,0.9888574470911632,0.9888574470911632,-4.48577880859375,-0.01422119140625,-4.5,1,26,26,,0,0,597
hendrycks_math/test/000085,post_defer,defer,defer,1,0.679178699175393,0.320821300824607,0.320821300824607,0.75,-1.140625,-0.390625,0,497,129,,0,0,654
hendrycks_math/test/000086,post_self,self,self,1,0.013883662834172876,0.9861163371658271,0.9861163371658271,-4.2630615234375,-0.0181884765625,-4.28125,1,0,0,,0,0,333
hendrycks_math/test/000087,post_self,self,self,1,0.004107917645073632,0.9958920823549263,0.9958920823549263,-5.49072265625,-0.00927734375,-5.5,1,-5,-5,,0,0,425
hendrycks_math/test/000088,post_self,self,self,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.255859375,-1.5078125,1,2,2,,0,0,791
hendrycks_math/test/000089,post_self,self,self,1,0.017827351917681068,0.982172648082319,0.982172648082319,-4.009033203125,-0.022216796875,-4.03125,1,4,4,,0,0,945
hendrycks_math/test/000090,post_self,self,self,1,0.029381776024403554,0.9706182239755965,0.9706182239755965,-3.49755859375,-0.03369140625,-3.53125,1,30,30,,0,0,643
hendrycks_math/test/000091,post_defer,defer,,0,0.9999939981541949,6.0018458051258605e-06,6.0018458051258605e-06,12.0234375,-12.3125,-0.2890625,0,2,161,,0,0,2175
hendrycks_math/test/000092,post_self,self,self,1,0.11981949276047273,0.8801805072395272,0.8801805072395272,-1.994140625,-0.130859375,-2.125,1,1,1,,0,0,576
hendrycks_math/test/000093,post_self,self,self,1,0.022889840112388902,0.9771101598876111,0.9771101598876111,-3.75390625,-0.02734375,-3.78125,1,5,5,,0,0,967
hendrycks_math/test/000094,post_self,self,self,1,0.11981949276047273,0.8801805072395272,0.8801805072395272,-1.994140625,-0.130859375,-2.125,1,3s^2,3s^2,,0,0,503
hendrycks_math/test/000095,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.828125,-0.578125,1,125,125,,0,0,1503
hendrycks_math/test/000096,post_self,self,self,1,0.18271700617352163,0.8172829938264784,0.8172829938264784,-1.498046875,-0.205078125,-1.703125,1,8,8,,0,0,640
hendrycks_math/test/000097,post_self,self,self,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.255859375,-1.5078125,1,286,286,,0,0,870
hendrycks_math/test/000098,post_defer,defer,defer,1,0.7302898704283038,0.26971012957169616,0.26971012957169616,0.99609375,-1.3125,-0.31640625,1,"(9,11)","(9,11)",,0,0,1858
hendrycks_math/test/000099,post_self,self,self,1,0.06027997470983279,0.9397200252901672,0.9397200252901672,-2.74658203125,-0.06591796875,-2.8125,1,\frac{1}{5},\frac{1}{5},,0,0,724
hendrycks_math/test/000100,post_self,self,self,1,0.005268843480755211,0.9947311565192448,0.9947311565192448,-5.24066162109375,-0.00933837890625,-5.25,1,1,1,,0,0,489
hendrycks_math/test/000101,post_self,self,self,1,0.022889840112388902,0.9771101598876111,0.9771101598876111,-3.75390625,-0.02734375,-3.78125,1,0,0,,0,0,478
hendrycks_math/test/000102,post_self,self,self,1,0.03715182619419953,0.9628481738058005,0.9628481738058005,-3.2548828125,-0.0419921875,-3.296875,0,Finalanswer:6,6,,0,0,270
hendrycks_math/test/000103,post_self,self,self,1,0.2685575870290748,0.7314424129709252,0.7314424129709252,-1.001953125,-0.318359375,-1.3203125,1,2x(15x^2-4x+10),2x(15x^2-4x+10),,0,0,761
hendrycks_math/test/000104,post_self,self,self,1,0.18271700617352163,0.8172829938264784,0.8172829938264784,-1.498046875,-0.205078125,-1.703125,0,73,106,,0,0,1232
hendrycks_math/test/000105,post_self,self,self,1,0.013871968919483712,0.9861280310805163,0.9861280310805163,-4.263916015625,-0.017333984375,-4.28125,1,10,10,,0,0,664
hendrycks_math/test/000106,post_defer,defer,,0,0.988841968751916,0.01115803124808401,0.01115803124808401,4.484375,-6.375,-1.890625,0,0,26,,0,0,1841
hendrycks_math/test/000107,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.6953125,-0.6953125,1,47,47,,0,0,1234
hendrycks_math/test/000108,post_self,self,self,1,0.0031994328782034044,0.9968005671217965,0.9968005671217965,-5.7415771484375,-0.0084228515625,-5.75,1,18,18,,0,0,411
hendrycks_math/test/000109,post_self,self,self,1,0.2681740995451041,0.7318259004548959,0.7318259004548959,-1.00390625,-0.31640625,-1.3203125,1,5,5,,0,0,1228
hendrycks_math/test/000110,post_self,self,self,1,0.06022467980691989,0.9397753201930801,0.9397753201930801,-2.74755859375,-0.06494140625,-2.8125,1,\frac{\sqrt{7}}{14},\frac{\sqrt{7}}{14},,0,0,703
hendrycks_math/test/000111,post_self,self,self,1,0.037195517339129694,0.9628044826608703,0.9628044826608703,-3.253662109375,-0.043212890625,-3.296875,1,-6,-6,,0,0,840
hendrycks_math/test/000112,post_self,self,self,1,0.013883662834172876,0.9861163371658271,0.9861163371658271,-4.2630615234375,-0.0181884765625,-4.28125,1,15,15,,0,0,499
hendrycks_math/test/000113,post_self,self,self,1,0.04764695044135583,0.9523530495586442,0.9523530495586442,-2.9951171875,-0.0517578125,-3.046875,1,\frac{19}{30},\frac{19}{30},,0,0,889
hendrycks_math/test/000114,post_self,self,self,1,0.029381776024403554,0.9706182239755965,0.9706182239755965,-3.49755859375,-0.03369140625,-3.53125,1,-1,-1,,0,0,551
hendrycks_math/test/000115,post_self,self,self,1,0.03715182619419953,0.9628481738058005,0.9628481738058005,-3.2548828125,-0.0419921875,-3.296875,1,6,6,,0,0,654
hendrycks_math/test/000116,post_defer,defer,defer,1,0.8174287801882275,0.1825712198117725,0.1825712198117725,1.4990234375,-1.703125,-0.2041015625,1,\frac{28571}{10000000},\frac{1}{350},,0,0,1158
hendrycks_math/test/000117,post_defer,defer,defer,1,0.8802834600060329,0.11971653999396714,0.11971653999396714,1.9951171875,-2.125,-0.1298828125,1,"2,12","(2,12)",,0,0,920
hendrycks_math/test/000118,post_self,self,self,1,0.005264047298886369,0.9947359527011136,0.9947359527011136,-5.2415771484375,-0.0084228515625,-5.25,1,-8,-8,,0,0,555
hendrycks_math/test/000119,post_self,self,self,1,0.09488717126057673,0.9051128287394232,0.9051128287394232,-2.25537109375,-0.10400390625,-2.359375,1,4,4,,0,0,1431
hendrycks_math/test/000120,post_self,self,self,1,0.013883662834172876,0.9861163371658271,0.9861163371658271,-4.2630615234375,-0.0181884765625,-4.28125,1,6,6,,0,0,575
hendrycks_math/test/000121,post_defer,defer,defer,1,0.9821982787111144,0.017801721288885575,0.017801721288885575,4.010498046875,-4.03125,-0.020751953125,0,-5.0189,7,,0,0,1608
hendrycks_math/test/000122,post_self,self,self,1,0.09488717126057673,0.9051128287394232,0.9051128287394232,-2.25537109375,-0.10400390625,-2.359375,1,"15,-11","(15,-11)",,0,0,979
hendrycks_math/test/000123,post_self,self,self,1,0.07626996618067049,0.9237300338193295,0.9237300338193295,-2.494140625,-0.083984375,-2.578125,1,\frac{5}{6},\frac{5}{6},,0,0,875
hendrycks_math/test/000124,post_self,self,self,1,0.04764695044135583,0.9523530495586442,0.9523530495586442,-2.9951171875,-0.0517578125,-3.046875,1,6,6,,0,0,1283
hendrycks_math/test/000125,post_self,self,self,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.578125,-0.828125,1,15,15,,0,0,1876
hendrycks_math/test/000126,post_self,self,self,1,0.011152645068212542,0.9888473549317874,0.9888473549317874,-4.48486328125,-0.01513671875,-4.5,1,19,19,,0,0,338
hendrycks_math/test/000127,post_self,self,self,1,0.03715182619419953,0.9628481738058005,0.9628481738058005,-3.2548828125,-0.0419921875,-3.296875,1,\frac{3}{2},\frac{3}{2},,0,0,590
hendrycks_math/test/000128,post_self,self,self,1,0.008686121531876478,0.9913138784681235,0.9913138784681235,-4.7373046875,-0.0126953125,-4.75,1,1,1,,0,0,515
hendrycks_math/test/000129,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.9765625,-0.4765625,0,503,\frac{2009}{4},,0,0,1283
hendrycks_math/test/000130,post_self,self,self,1,0.18286288290610314,0.8171371170938968,0.8171371170938968,-1.4970703125,-0.2060546875,-1.703125,1,-22,-22,,0,0,1520
hendrycks_math/test/000131,post_self,self,self,1,0.017827351917681068,0.982172648082319,0.982172648082319,-4.009033203125,-0.022216796875,-4.03125,1,-2,-2,,0,0,835
hendrycks_math/test/000132,post_self,self,self,1,0.011152645068212542,0.9888473549317874,0.9888473549317874,-4.48486328125,-0.01513671875,-4.5,1,0,0,,0,0,512
hendrycks_math/test/000133,post_self,self,self,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.255859375,-1.5078125,1,\frac{\sqrt{3}}{3},\frac{\sqrt{3}}{3},,0,0,805
hendrycks_math/test/000134,post_self,self,self,1,0.14792406729052063,0.8520759327094793,0.8520759327094793,-1.7509765625,-0.1630859375,-1.9140625,1,-\frac{1}{4},-0.25,,0,0,1144
hendrycks_math/test/000135,post_self,self,self,1,0.013883662834172876,0.9861163371658271,0.9861163371658271,-4.2630615234375,-0.0181884765625,-4.28125,1,1,1,,0,0,1054
hendrycks_math/test/000136,post_self,self,self,1,0.32082130082460697,0.679178699175393,0.679178699175393,-0.75,-0.390625,-1.140625,1,11,11,,0,0,1018
hendrycks_math/test/000137,post_self,self,self,1,0.03715182619419953,0.9628481738058005,0.9628481738058005,-3.2548828125,-0.0419921875,-3.296875,1,1,1,,0,0,1001
hendrycks_math/test/000138,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.6953125,-0.6953125,1,45,45,,0,0,882
hendrycks_math/test/000139,post_self,self,self,1,0.18271700617352163,0.8172829938264784,0.8172829938264784,-1.498046875,-0.205078125,-1.703125,1,20,20,,0,0,809
hendrycks_math/test/000140,post_self,self,self,1,0.06022467980691989,0.9397753201930801,0.9397753201930801,-2.74755859375,-0.06494140625,-2.8125,1,15554,15554,,0,0,776
hendrycks_math/test/000141,post_self,self,self,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.4765625,-0.9765625,1,1,1,,0,0,1227
hendrycks_math/test/000142,post_self,self,self,1,0.029381776024403554,0.9706182239755965,0.9706182239755965,-3.49755859375,-0.03369140625,-3.53125,1,-2,-2,,0,0,739
hendrycks_math/test/000143,post_defer,defer,defer,1,0.8520759327094793,0.14792406729052066,0.14792406729052066,1.7509765625,-1.9140625,-0.1630859375,0,0,18,,0,0,1923
hendrycks_math/test/000144,post_self,self,self,1,0.09488717126057673,0.9051128287394232,0.9051128287394232,-2.25537109375,-0.10400390625,-2.359375,0,Finalanswer:64,64,,0,0,492
hendrycks_math/test/000145,post_self,self,self,1,0.001938330489968434,0.9980616695100316,0.9980616695100316,-6.243988037109375,-0.006011962890625,-6.25,1,3,3,,0,0,244
hendrycks_math/test/000146,post_self,self,self,1,0.029381776024403554,0.9706182239755965,0.9706182239755965,-3.49755859375,-0.03369140625,-3.53125,1,36,36,,0,0,818
hendrycks_math/test/000147,post_self,self,self,1,0.2681740995451041,0.7318259004548959,0.7318259004548959,-1.00390625,-0.31640625,-1.3203125,1,"(-6,10)","(-6,10)",,0,0,1322
hendrycks_math/test/000148,post_self,self,self,1,0.008686121531876478,0.9913138784681235,0.9913138784681235,-4.7373046875,-0.0126953125,-4.75,1,10,10,,0,0,376
hendrycks_math/test/000149,post_self,self,self,1,0.07620119302481985,0.9237988069751801,0.9237988069751801,-2.4951171875,-0.0830078125,-2.578125,1,4,4,,0,0,631
hendrycks_math/test/000150,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.828125,-0.578125,1,\frac{12}{7},\frac{12}{7},,0,0,1465
hendrycks_math/test/000151,post_self,self,self,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.255859375,-1.5078125,1,-1,-1,,0,0,1458
hendrycks_math/test/000152,post_self,self,self,1,0.2681740995451041,0.7318259004548959,0.7318259004548959,-1.00390625,-0.31640625,-1.3203125,1,5,5,,0,0,965
hendrycks_math/test/000153,post_self,self,self,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.578125,-0.828125,1,-\frac{3}{2},-\frac{3}{2},,0,0,1470
